$CASNumber$,$prospectCAS$,$auto_status$,$on_ref_list$,$curatedCAS$,$categoryCAS$,$is_new$,$comment$,$first_date$,$change_date$,$change_comment$
$101-77-9$,$101-77-9$,$perfect$,$verified;normal$,$101-77-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10102-17-7$,$10102-17-7$,$perfect$,$verified;normal$,$10102-17-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10102-40-6$,$10102-40-6$,$perfect$,$verified;normal$,$10102-40-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$101033-44-7$,$101033-44-7$,$perfect$,$verified;normal$,$101033-44-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10124-31-9$,$10124-31-9$,$perfect$,$verified;normal$,$10124-31-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10124-37-5$,$10124-37-5$,$perfect$,$verified;normal$,$10124-37-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10125-13-0$,$10125-13-0$,$perfect$,$verified;normal$,$10125-13-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10125-13-01$,$$,$unk$,$unk$,$10125-13-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10125-13-3$,$$,$unk$,$unk$,$10125-13-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10125130$,$$,$unk$,$unk$,$10125-13-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$101271196$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$10192-30-0$,$10192-30-0$,$perfect$,$verified;normal$,$10192-30-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10192-30-2$,$$,$unk$,$unk$,$10192-30-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1019230-0$,$$,$unk$,$unk$,$10192-30-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$101960202$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$102-71-$,$$,$unk$,$unk$,$102-71-6$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$102-71-6$,$102-71-6$,$perfect$,$verified;normal$,$102-71-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$102-76-1$,$102-76-1$,$perfect$,$verified;normal$,$102-76-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$102-81-8$,$102-81-8$,$perfect$,$verified;normal$,$102-81-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$1022-01-2$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10220-01-2$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10222-01-02$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10222-01-2$,$10222-01-2$,$perfect$,$verified;normal$,$10222-01-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10222-01-2 ?$,$10222-01-2$,$cleaned$,$verified;normal$,$10222-01-2$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$10222-01-5$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10222-010-2$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10222-02-2$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1022201-2$,$$,$unk$,$unk$,$10222-01-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10226660$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$102266610$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$10244-99-2$,$10244-99-2$,$perfect$,$verified;normal$,$110224-99-2$,$corrected$,$False$,$Raw CAS number was valid but WRONG.  found correct with Tradename table. $,$d:2021-10-06$,$$,$$
$10294-56-1$,$10294-56-1$,$perfect$,$verified;normal$,$10294-56-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$103-21-1$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$103-32-7$,$$,$unk$,$unk$,$108-32-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10324-185$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$10326-27-9$,$10326-27-9$,$perfect$,$verified;normal$,$10326-27-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10326-41-7$,$10326-41-7$,$perfect$,$verified;normal$,$10326-41-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10332-33-9$,$10332-33-9$,$perfect$,$verified;normal$,$10332-33-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10361-65-6$,$10361-65-6$,$perfect$,$verified;normal$,$10361-65-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10377-60-3$,$10377-60-3$,$perfect$,$verified;normal$,$10377-60-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10378-23-1$,$10378-23-1$,$perfect$,$verified;normal$,$10378-23-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$104-15-4$,$104-15-4$,$perfect$,$verified;normal$,$104-15-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$104-19-7$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$104-40-5$,$104-40-5$,$perfect$,$verified;normal$,$104-40-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$104-55-0$,$$,$unk$,$unk$,$104-55-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$104-55-2$,$104-55-2$,$perfect$,$verified;normal$,$104-55-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$104-55-22$,$$,$unk$,$unk$,$104-55-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$104-76-7$,$104-76-7$,$perfect$,$verified;normal$,$104-76-7$,$cleaned$,$False$,$$,$d:2021-10-06$,$$,$$
$104-767$,$$,$unk$,$unk$,$104-76-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1043-52-4$,$$,$unk$,$unk$,$10043-52-4$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$104542-84-0$,$$,$unk$,$unk$,$1004542-84-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10476-85-4$,$10476-85-4$,$perfect$,$verified;normal$,$10476-85-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$104780-82-7$,$104780-82-7$,$perfect$,$verified;normal$,$104780-82-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10486-00-7$,$10486-00-7$,$perfect$,$verified;normal$,$10486-00-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10486-007$,$$,$unk$,$unk$,$10486-00-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1049-04-4$,$$,$unk$,$unk$,$10049-04-4$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10543-57-4$,$10543-57-4$,$perfect$,$verified;normal$,$10543-57-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10555-76-1$,$$,$unk$,$unk$,$10555-76-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10555-76-7$,$10555-76-7$,$perfect$,$verified;normal$,$10555-76-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10555-76-7 10043-35-3$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$10555-76-7 10043-35-3 1310-58-3$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$10555-76-7 10043-35-3 1310-58-3 7732-18-5 68439-51$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$1055576710043353131058377321886843-95-1$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$106-22-9$,$106-22-9$,$perfect$,$verified;normal$,$106-22-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-24-1$,$106-24-1$,$perfect$,$verified;normal$,$106-24-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-25-2$,$106-25-2$,$perfect$,$verified;normal$,$106-25-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-65-0$,$106-65-0$,$perfect$,$verified;normal$,$106-65-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-89-8$,$106-89-8$,$perfect$,$verified;normal$,$106-89-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-97-8$,$106-97-8$,$perfect$,$verified;normal$,$106-97-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$106-99-0$,$106-99-0$,$perfect$,$verified;normal$,$106-99-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10604-64-0$,$$,$unk$,$unk$,$10604-69-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10604-69-0$,$10604-69-0$,$perfect$,$verified;normal$,$10604-69-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$10604-690$,$$,$unk$,$unk$,$10604-69-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1067-12-5$,$1067-12-5$,$perfect$,$verified;normal$,$1067-12-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-02-8$,$107-02-8$,$perfect$,$verified;normal$,$107-02-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-09-9$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-1-7$,$107-01-7$,$cleaned$,$verified;normal$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-12-1$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-13-1$,$107-13-1$,$perfect$,$verified;normal$,$107-13-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-15-3$,$107-15-3$,$perfect$,$verified;normal$,$107-15-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-17-7$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-19-1$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-19-17$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-19-7$,$107-19-7$,$perfect$,$verified;normal$,$107-19-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-21$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-0$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-1$,$107-21-1$,$perfect$,$verified;normal$,$107-21-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-21-1 1310-58-3 13709-94-9 7732-18-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$107-21-1 68-12-2 111-76-2 72480-70-7 112-30-1 111-$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$107-21-1 7732-18-5 7647-14-5 9003-04-7$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$107-21-10$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-11$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-150$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-2$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-21-7$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107-22-2$,$107-22-2$,$perfect$,$verified;normal$,$107-22-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-41-5$,$107-41-5$,$perfect$,$verified;normal$,$107-41-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-64-2$,$107-64-2$,$perfect$,$verified;normal$,$107-64-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-89-1$,$107-89-1$,$perfect$,$verified;normal$,$107-89-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107-98-2$,$107-98-2$,$perfect$,$verified;normal$,$107-98-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$107.21-1$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10721-1$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10721-21-1$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107211$,$$,$unk$,$unk$,$107-21-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$10721113107321330-43-4$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$1078-19-7$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$107950-89-0$,$111-30-8$,$perfect$,$verified;from deprecated$,$111-30-8$,$deprecated and corrected$,$False$,$deprecated but valid replacement$,$d:2021-10-06$,$$,$$
$108-05-4$,$108-05-4$,$perfect$,$verified;normal$,$108-05-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-09-8$,$108-09-8$,$perfect$,$verified;normal$,$108-09-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-10-1$,$108-10-1$,$perfect$,$verified;normal$,$108-10-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-11-2$,$108-11-2$,$perfect$,$verified;normal$,$108-11-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-19-0$,$108-19-0$,$perfect$,$verified;normal$,$108-19-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-19-7$,$$,$unk$,$unk$,$107-19-7$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$108-20-3$,$108-20-3$,$perfect$,$verified;normal$,$108-20-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-24-7$,$108-24-7$,$perfect$,$verified;normal$,$108-24-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-31-6$,$108-31-6$,$perfect$,$verified;normal$,$108-31-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-32-7$,$108-32-7$,$perfect$,$verified;normal$,$108-32-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-38-3$,$108-38-3$,$perfect$,$verified;normal$,$108-38-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-55-3$,$$,$unk$,$unk$,$108-88-3$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$108-67-8$,$108-67-8$,$perfect$,$verified;normal$,$108-67-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-83-8$,$108-83-8$,$perfect$,$verified;normal$,$108-83-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-88-3$,$108-88-3$,$perfect$,$verified;normal$,$108-88-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-93-0$,$108-93-0$,$perfect$,$verified;normal$,$108-93-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108-95-2$,$108-95-2$,$perfect$,$verified;normal$,$108-95-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108388-79-0$,$108388-79-0$,$perfect$,$verified;normal$,$108388-79-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108797-84-8$,$108797-84-8$,$perfect$,$verified;normal$,$108797-84-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108797-85-9$,$108797-85-9$,$perfect$,$verified;normal$,$108797-85-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$108818-88-8$,$108818-88-8$,$perfect$,$verified;normal$,$108818-88-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$109-46-6$,$109-46-6$,$perfect$,$verified;normal$,$109-46-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$109-55-7$,$109-55-7$,$perfect$,$verified;normal$,$109-55-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$109-66-0$,$109-66-0$,$perfect$,$verified;normal$,$109-66-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$109-7-0$,$$,$unk$,$unk$,$100-97-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-14-22$,$$,$unk$,$unk$,$111-42-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-30-8$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-40-0$,$$,$unk$,$unk$,$111-40-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-46-6$,$$,$unk$,$unk$,$111-46-6$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-76-2$,$$,$unk$,$unk$,$111-76-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11-76-2 PROPRIETARY 111-42-2 67-56-1 7732-18-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$11-9-2610$,$$,$unk$,$unk$,$2610-11-9$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11/1/5470$,$$,$unk$,$unk$,$5470-11-1$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11/6/9003$,$$,$unk$,$unk$,$9003-11-6$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11/9/2610$,$$,$unk$,$unk$,$2610-11-9$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$110-17-8$,$110-17-8$,$perfect$,$verified;normal$,$110-17-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-30-5$,$110-30-5$,$perfect$,$verified;normal$,$110-30-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-30-8$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$110-44-1$,$110-44-1$,$perfect$,$verified;normal$,$110-44-1$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-54-3$,$110-54-3$,$perfect$,$verified;normal$,$110-54-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-58-3$,$$,$unk$,$unk$,$1310-58-3$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$110-80-5$,$110-80-5$,$perfect$,$verified;normal$,$110-80-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-82-7$,$110-82-7$,$perfect$,$verified;normal$,$110-82-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-91-8$,$110-91-8$,$perfect$,$verified;normal$,$110-91-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$110-97-4$,$110-97-4$,$perfect$,$verified;normal$,$110-97-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$1101920-30-0$,$$,$unk$,$unk$,$10192-30-0$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$110224-99-1$,$$,$unk$,$unk$,$110224-99-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$110224-99-2$,$110224-99-2$,$perfect$,$verified;normal$,$110224-99-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$11097-59-9$,$11097-59-9$,$perfect$,$verified;normal$,$11097-59-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-05-7$,$111-05-7$,$perfect$,$verified;normal$,$111-05-7$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-20-8$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-27-3$,$111-27-3$,$perfect$,$verified;normal$,$111-27-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-08$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-1$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-30-8$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-5$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-8$,$111-30-8$,$perfect$,$verified;normal$,$111-30-8$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-8 139-08-2$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-8 203-856-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-8 7173-51-5 68424-85-1 64-17-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-8 7732-18-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-8 7732-18-5 67-56-1$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-30-80$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-30-830$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-3866-2$,$$,$unk$,$unk$,$11138-66-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-40-0$,$111-40-0$,$perfect$,$verified;normal$,$111-40-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-42-2$,$111-42-2$,$perfect$,$verified;normal$,$111-42-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-42-2 111-76-2 67-56-1 732-18-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-42-20$,$$,$unk$,$unk$,$111-42-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-44-4$,$111-44-4$,$perfect$,$verified;normal$,$111-44-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-46-6$,$111-46-6$,$perfect$,$verified;normal$,$111-46-6$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-6-2$,$$,$unk$,$unk$,$111-76-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-65-9$,$111-65-9$,$perfect$,$verified;normal$,$111-65-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-66-0$,$111-66-0$,$perfect$,$verified;normal$,$111-66-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-7-2$,$$,$unk$,$unk$,$111-76-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-72-2$,$$,$unk$,$unk$,$111-76-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-76-2$,$111-76-2$,$perfect$,$verified;normal$,$111-76-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-76-2 67-63-0 27176-87-0$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-76-2 67-63-0 27176-87-0 7664-93-9 7732-18-5$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-76-2 67-63-0 27176-87-0 7664-93-9 7732-18-5 74$,$$,$unk$,$unk$,$multiple chem$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$111-77-3$,$111-77-3$,$perfect$,$verified;normal$,$111-77-3$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-84-2$,$111-84-2$,$perfect$,$verified;normal$,$111-84-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-87-5$,$111-87-5$,$perfect$,$verified;normal$,$111-87-5$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111-87-8$,$$,$unk$,$unk$,$111-87-5$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111-90-0$,$111-90-0$,$perfect$,$verified;normal$,$111-90-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111111$,$$,$unk$,$unk$,$ambiguous$,$ambiguousID$,$False$,$$,$d:2021-10-06$,$$,$$
$11113-55-9$,$$,$unk$,$unk$,$1113-55-9$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1112-40-3$,$$,$unk$,$unk$,$112-40-3$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1113-55-9$,$1113-55-9$,$perfect$,$verified;normal$,$1113-55-9$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$111308$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11138$,$$,$unk$,$unk$,$111-30-8$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11138--66-2$,$$,$unk$,$unk$,$11138-66-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$11138-66-2$,$11138-66-2$,$perfect$,$verified;normal$,$11138-66-2$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$11138-662$,$$,$unk$,$unk$,$11138-66-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$1113866-2$,$$,$unk$,$unk$,$11138-66-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111422$,$$,$unk$,$unk$,$111-42-2$,$corrected$,$False$,$typo$,$d:2021-10-06$,$$,$$
$111560-38-4$,$111560-38-4$,$perfect$,$verified;normal$,$111560-38-4$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
$1119-40-0$,$1119-40-0$,$perfect$,$verified;normal$,$1119-40-0$,$perfect match$,$False$,$$,$d:2021-10-06$,$$,$$
